PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,SmallFamily,LargeFamily,HasCabin,TicketPrefix,HasTicketPrefix,FarePerPerson,IsChild,IsAdult,IsElderly,NameLength,AgeGroup,FareBin,FarePerPersonBin,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,Survived
505,1,0,16.0,0,0,86.5,1,1,0,0,1,None,0,86.5,0,1,0,21,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
506,1,1,18.0,1,0,108.9,2,0,1,0,1,PC,1,54.45,0,1,0,42,1,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
507,2,0,33.0,0,2,26.0,3,0,1,0,0,None,0,8.666666666666666,0,1,0,45,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
508,1,1,42.0,0,0,26.55,1,1,0,0,0,None,0,26.55,0,1,0,45,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
509,3,1,28.0,0,0,22.525,1,1,0,0,0,C,1,22.525,0,1,0,24,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
510,3,1,26.0,0,0,56.4958,1,1,0,0,0,None,0,56.4958,0,1,0,14,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
511,3,1,29.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,24,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
512,3,1,25.0,0,0,8.05,1,1,0,0,0,SOTON,1,8.05,0,1,0,17,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
513,1,1,36.0,0,0,26.2875,1,1,0,0,1,PC,1,26.2875,0,1,0,25,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
514,1,0,54.0,1,0,59.4,2,0,1,0,0,PC,1,29.7,0,1,0,46,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
515,3,1,24.0,0,0,7.4958,1,1,0,0,0,None,0,7.4958,0,1,0,17,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
516,1,1,47.0,0,0,34.0208,1,1,0,0,1,None,0,34.0208,0,1,0,28,3,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
517,2,0,34.0,0,0,10.5,1,1,0,0,1,C,1,10.5,0,1,0,28,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
518,3,1,25.0,0,0,24.15,1,1,0,0,0,None,0,24.15,0,1,0,17,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
519,2,0,36.0,1,0,26.0,2,0,1,0,0,None,0,13.0,0,1,0,52,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
520,3,1,32.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,19,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
521,1,0,30.0,0,0,93.5,1,1,0,0,1,None,0,93.5,0,1,0,21,2,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
522,3,1,22.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,15,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
523,3,1,25.0,0,0,7.225,1,1,0,0,0,None,0,7.225,0,1,0,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
524,1,0,44.0,0,1,57.9792,2,0,1,0,1,None,0,28.9896,0,1,0,47,3,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
525,3,1,25.0,0,0,7.2292,1,1,0,0,0,None,0,7.2292,0,1,0,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
526,3,1,40.5,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,18,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
527,2,0,50.0,0,0,10.5,1,1,0,0,0,W,1,10.5,0,1,0,20,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
528,1,1,42.0,0,0,221.7792,1,1,0,0,1,PC,1,221.7792,0,1,0,18,3,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
529,3,1,39.0,0,0,7.925,1,1,0,0,0,None,0,7.925,0,1,0,25,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
530,2,1,23.0,2,1,11.5,4,0,1,0,0,None,0,2.875,0,1,0,27,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
531,2,0,2.0,1,1,26.0,3,0,1,0,0,None,0,8.666666666666666,1,0,0,24,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
532,3,1,25.0,0,0,7.2292,1,1,0,0,0,None,0,7.2292,0,1,0,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
533,3,1,17.0,1,1,7.2292,3,0,1,0,0,None,0,2.409733333333333,0,1,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
534,3,0,22.0,0,2,22.3583,3,0,1,0,0,None,0,7.452766666666666,0,1,0,38,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
535,3,0,30.0,0,0,8.6625,1,1,0,0,0,None,0,8.6625,0,1,0,19,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
536,2,0,7.0,0,2,26.25,3,0,1,0,0,F,1,8.75,1,0,0,22,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
537,1,1,45.0,0,0,26.55,1,1,0,0,1,None,0,26.55,0,1,0,33,3,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
538,1,0,30.0,0,0,106.425,1,1,0,0,0,PC,1,106.425,0,1,0,19,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
539,3,1,25.0,0,0,14.5,1,1,0,0,0,None,0,14.5,0,1,0,24,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
540,1,0,22.0,0,2,49.5,3,0,1,0,1,None,0,16.5,0,1,0,34,2,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
541,1,0,36.0,0,2,71.0,3,0,1,0,1,WE,1,23.666666666666668,0,1,0,23,3,4,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
542,3,0,9.0,4,2,31.275,7,0,0,1,0,None,0,4.4678571428571425,1,0,0,36,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
543,3,0,11.0,4,2,31.275,7,0,0,1,0,None,0,4.4678571428571425,1,0,0,33,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
544,2,1,32.0,1,0,26.0,2,0,1,0,0,None,0,13.0,0,1,0,17,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
545,1,1,50.0,1,0,106.425,2,0,1,0,1,PC,1,53.2125,0,1,0,26,3,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
546,1,1,64.0,0,0,26.0,1,1,0,0,0,None,0,26.0,0,0,1,28,4,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
547,2,0,19.0,1,0,26.0,2,0,1,0,0,None,0,13.0,0,1,0,33,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
548,2,1,29.5,0,0,13.8625,1,1,0,0,0,SC,1,13.8625,0,1,0,26,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
549,3,1,33.0,1,1,20.525,3,0,1,0,0,None,0,6.841666666666666,0,1,0,25,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
550,2,1,8.0,1,1,36.75,3,0,1,0,0,C,1,12.25,1,0,0,30,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
551,1,1,17.0,0,2,110.8833,3,0,1,0,1,None,0,36.9611,0,1,0,27,1,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
552,2,1,27.0,0,0,26.0,1,1,0,0,0,None,0,26.0,0,1,0,27,2,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
553,3,1,25.0,0,0,7.8292,1,1,0,0,0,None,0,7.8292,0,1,0,20,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
554,3,1,22.0,0,0,7.225,1,1,0,0,0,None,0,7.225,0,1,0,33,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
555,3,0,22.0,0,0,7.775,1,1,0,0,0,None,0,7.775,0,1,0,18,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
556,1,1,62.0,0,0,26.55,1,1,0,0,0,None,0,26.55,0,0,1,18,4,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
557,1,0,48.0,1,0,39.6,2,0,1,0,1,None,0,19.8,0,1,0,65,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
558,1,1,42.0,0,0,227.525,1,1,0,0,0,PC,1,227.525,0,1,0,19,3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
559,1,0,39.0,1,1,79.65,3,0,1,0,1,None,0,26.55,0,1,0,38,3,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
560,3,0,36.0,1,0,17.4,2,0,1,0,0,None,0,8.7,0,1,0,44,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
561,3,1,25.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,24,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
562,3,1,40.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,17,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
563,2,1,28.0,0,0,13.5,1,1,0,0,0,None,0,13.5,0,1,0,26,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
564,3,1,25.0,0,0,8.05,1,1,0,0,0,SOTON,1,8.05,0,1,0,17,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
565,3,0,22.0,0,0,8.05,1,1,0,0,0,SOTON,1,8.05,0,1,0,30,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
566,3,1,24.0,2,0,24.15,3,0,1,0,0,A,1,8.049999999999999,0,1,0,20,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
567,3,1,19.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,20,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
568,3,0,29.0,0,4,21.075,5,0,0,1,0,None,0,4.215,0,1,0,43,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
569,3,1,25.0,0,0,7.2292,1,1,0,0,0,None,0,7.2292,0,1,0,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
570,3,1,32.0,0,0,7.8542,1,1,0,0,0,None,0,7.8542,0,1,0,17,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
571,2,1,62.0,0,0,10.5,1,1,0,0,0,S,1,10.5,0,0,1,18,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
572,1,0,53.0,2,0,51.4792,3,0,1,0,1,None,0,17.15973333333333,0,1,0,45,3,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
573,1,1,36.0,0,0,26.3875,1,1,0,0,1,PC,1,26.3875,0,1,0,32,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
574,3,0,22.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,17,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
575,3,1,16.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,28,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
576,3,1,19.0,0,0,14.5,1,1,0,0,0,None,0,14.5,0,1,0,20,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
577,2,0,34.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,20,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
578,1,0,39.0,1,0,55.9,2,0,1,0,1,None,0,27.95,0,1,0,41,3,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
579,3,0,22.0,1,0,14.4583,2,0,1,0,0,None,0,7.22915,0,1,0,32,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
580,3,1,32.0,0,0,7.925,1,1,0,0,0,STON,1,7.925,0,1,0,19,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
581,2,0,25.0,1,1,30.0,3,0,1,0,0,None,0,10.0,0,1,0,27,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
582,1,0,39.0,1,1,110.8833,3,0,1,0,1,None,0,36.9611,0,1,0,52,3,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
583,2,1,54.0,0,0,26.0,1,1,0,0,0,None,0,26.0,0,1,0,26,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
584,1,1,36.0,0,0,40.125,1,1,0,0,1,None,0,40.125,0,1,0,19,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585,3,1,25.0,0,0,8.7125,1,1,0,0,0,None,0,8.7125,0,1,0,19,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
586,1,0,18.0,0,2,79.65,3,0,1,0,1,None,0,26.55,0,1,0,19,1,4,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
587,2,1,47.0,0,0,15.0,1,1,0,0,0,None,0,15.0,0,1,0,23,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
588,1,1,60.0,1,1,79.2,3,0,1,0,1,None,0,26.400000000000002,0,0,1,32,3,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
589,3,1,22.0,0,0,8.05,1,1,0,0,0,None,0,8.05,0,1,0,21,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
590,3,1,25.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,19,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
591,3,1,35.0,0,0,7.125,1,1,0,0,0,STON,1,7.125,0,1,0,20,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
592,1,0,52.0,1,0,78.2667,2,0,1,0,1,None,0,39.13335,0,1,0,47,3,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
593,3,1,47.0,0,0,7.25,1,1,0,0,0,A,1,7.25,0,1,0,26,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
594,3,0,22.0,0,2,7.75,3,0,1,0,0,None,0,2.5833333333333335,0,1,0,18,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
595,2,1,37.0,1,0,26.0,2,0,1,0,0,SC,1,13.0,0,1,0,23,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
596,3,1,36.0,1,1,24.15,3,0,1,0,0,None,0,8.049999999999999,0,1,0,27,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
597,2,0,28.0,0,0,33.0,1,1,0,0,0,None,0,33.0,0,1,0,26,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
598,3,1,49.0,0,0,0.0,1,1,0,0,0,LINE,1,0.0,0,1,0,19,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
599,3,1,25.0,0,0,7.225,1,1,0,0,0,None,0,7.225,0,1,0,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
600,1,1,49.0,1,0,56.9292,2,0,1,0,1,PC,1,28.4646,0,1,0,44,3,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
601,2,0,24.0,2,1,27.0,4,0,1,0,0,None,0,6.75,0,1,0,51,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
602,3,1,25.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,20,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
603,1,1,42.0,0,0,42.4,1,1,0,0,0,None,0,42.4,0,1,0,25,3,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
604,3,1,44.0,0,0,8.05,1,1,0,0,0,None,0,8.05,0,1,0,25,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
605,1,1,35.0,0,0,26.55,1,1,0,0,0,None,0,26.55,0,1,0,31,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
606,3,1,36.0,1,0,15.55,2,0,1,0,0,None,0,7.775,0,1,0,29,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
607,3,1,30.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,17,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
608,1,1,27.0,0,0,30.5,1,1,0,0,0,None,0,30.5,0,1,0,27,2,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
609,2,0,22.0,1,2,41.5792,4,0,1,0,0,SC,1,10.3948,0,1,0,53,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
610,1,0,40.0,0,0,153.4625,1,1,0,0,1,PC,1,153.4625,0,1,0,25,3,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
611,3,0,39.0,1,5,31.275,7,0,0,1,0,None,0,4.4678571428571425,0,1,0,57,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
612,3,1,25.0,0,0,7.05,1,1,0,0,0,SOTON,1,7.05,0,1,0,21,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
613,3,0,22.0,1,0,15.5,2,0,1,0,0,None,0,7.75,0,1,0,27,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
614,3,1,25.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,16,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
615,3,1,35.0,0,0,8.05,1,1,0,0,0,None,0,8.05,0,1,0,31,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
616,2,0,24.0,1,2,65.0,4,0,1,0,0,None,0,16.25,0,1,0,19,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
617,3,1,34.0,1,1,14.4,3,0,1,0,0,None,0,4.8,0,1,0,25,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
618,3,0,26.0,1,0,16.1,2,0,1,0,0,A,1,8.05,0,1,0,47,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
619,2,0,4.0,2,1,39.0,4,0,1,0,1,None,0,9.75,1,0,0,27,0,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
620,2,1,26.0,0,0,10.5,1,1,0,0,0,None,0,10.5,0,1,0,19,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
621,3,1,27.0,1,0,14.4542,2,0,1,0,0,None,0,7.2271,0,1,0,19,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
622,1,1,42.0,1,0,52.5542,2,0,1,0,1,None,0,26.2771,0,1,0,28,3,4,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
623,3,1,20.0,1,1,15.7417,3,0,1,0,0,None,0,5.247233333333333,0,1,0,16,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
624,3,1,21.0,0,0,7.8542,1,1,0,0,0,None,0,7.8542,0,1,0,27,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
625,3,1,21.0,0,0,16.1,1,1,0,0,0,None,0,16.1,0,1,0,27,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
626,1,1,61.0,0,0,32.3208,1,1,0,0,1,None,0,32.3208,0,0,1,21,4,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
627,2,1,57.0,0,0,12.35,1,1,0,0,0,None,0,12.35,0,1,0,30,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
628,1,0,21.0,0,0,77.9583,1,1,0,0,1,None,0,77.9583,0,1,0,29,2,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
629,3,1,26.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,25,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
630,3,1,25.0,0,0,7.7333,1,1,0,0,0,None,0,7.7333,0,1,0,24,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
631,1,1,80.0,0,0,30.0,1,1,0,0,1,None,0,30.0,0,0,1,36,4,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
632,3,1,51.0,0,0,7.0542,1,1,0,0,0,None,0,7.0542,0,1,0,27,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
633,1,1,32.0,0,0,30.5,1,1,0,0,1,None,0,30.5,0,1,0,25,2,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
634,1,1,42.0,0,0,0.0,1,1,0,0,0,None,0,0.0,0,1,0,29,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
635,3,0,9.0,3,2,27.9,6,0,0,1,0,None,0,4.6499999999999995,1,0,0,18,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
636,2,0,28.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,17,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
637,3,1,32.0,0,0,7.925,1,1,0,0,0,STON,1,7.925,0,1,0,26,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
638,2,1,31.0,1,1,26.25,3,0,1,0,0,C,1,8.75,0,1,0,19,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
639,3,0,41.0,0,5,39.6875,6,0,0,1,0,None,0,6.614583333333333,0,1,0,38,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
640,3,1,25.0,1,0,16.1,2,0,1,0,0,None,0,8.05,0,1,0,26,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
641,3,1,20.0,0,0,7.8542,1,1,0,0,0,None,0,7.8542,0,1,0,22,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
642,1,0,24.0,0,0,69.3,1,1,0,0,1,PC,1,69.3,0,1,0,20,2,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
643,3,0,2.0,3,2,27.9,6,0,0,1,0,None,0,4.6499999999999995,1,0,0,29,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
644,3,1,25.0,0,0,56.4958,1,1,0,0,0,None,0,56.4958,0,1,0,15,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
645,3,0,0.75,2,1,19.2583,4,0,1,0,0,None,0,4.814575,1,0,0,22,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
646,1,1,48.0,1,0,76.7292,2,0,1,0,1,PC,1,38.3646,0,1,0,25,3,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
647,3,1,19.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,17,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
648,1,1,56.0,0,0,35.5,1,1,0,0,1,None,0,35.5,0,1,0,35,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
649,3,1,25.0,0,0,7.55,1,1,0,0,0,S,1,7.55,0,1,0,18,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
650,3,0,23.0,0,0,7.55,1,1,0,0,0,CA,1,7.55,0,1,0,31,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
651,3,1,25.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,17,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
652,2,0,18.0,0,1,23.0,2,0,1,0,0,None,0,11.5,0,1,0,19,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
653,3,1,21.0,0,0,8.4333,1,1,0,0,0,None,0,8.4333,0,1,0,30,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
654,3,0,22.0,0,0,7.8292,1,1,0,0,0,None,0,7.8292,0,1,0,29,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
655,3,0,18.0,0,0,6.75,1,1,0,0,0,None,0,6.75,0,1,0,28,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
656,2,1,24.0,2,0,73.5,3,0,1,0,0,S,1,24.5,0,1,0,25,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
657,3,1,25.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,21,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
658,3,0,32.0,1,1,15.5,3,0,1,0,0,None,0,5.166666666666667,0,1,0,29,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
659,2,1,23.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,28,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
660,1,1,58.0,0,2,113.275,3,0,1,0,1,None,0,37.75833333333333,0,1,0,26,3,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
661,1,1,50.0,2,0,133.65,3,0,1,0,0,PC,1,44.550000000000004,0,1,0,29,3,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
662,3,1,40.0,0,0,7.225,1,1,0,0,0,None,0,7.225,0,1,0,17,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
663,1,1,47.0,0,0,25.5875,1,1,0,0,1,None,0,25.5875,0,1,0,26,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
664,3,1,36.0,0,0,7.4958,1,1,0,0,0,None,0,7.4958,0,1,0,16,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
665,3,1,20.0,1,0,7.925,2,0,1,0,0,STON,1,3.9625,0,1,0,27,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
666,2,1,32.0,2,0,73.5,3,0,1,0,0,S,1,24.5,0,1,0,18,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
667,2,1,25.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,27,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
668,3,1,25.0,0,0,7.775,1,1,0,0,0,None,0,7.775,0,1,0,26,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
669,3,1,43.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,15,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
670,1,0,36.0,1,0,52.0,2,0,1,0,1,None,0,26.0,0,1,0,49,3,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
671,2,0,40.0,1,1,39.0,3,0,1,0,0,None,0,13.0,0,1,0,61,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
672,1,1,31.0,1,0,52.0,2,0,1,0,1,F,1,26.0,0,1,0,22,2,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
673,2,1,70.0,0,0,10.5,1,1,0,0,0,C,1,10.5,0,0,1,27,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
